donor_id,first_gift_amount,donation_channel,campaign_source,city,donor_age_band,first_gift_month,is_festival_season,communication_optin,time_on_first_visit_secs,donated_again
D3005,1321,Card,SocialMedia,Kanpur,18-25,4,0,1,74,0
D3006,563,UPI,SocialMedia,Lucknow,26-35,2,0,0,28,1
D3007,277,UPI,Referral,Kanpur,26-35,9,1,1,183,1
D3008,1383,Cash,Referral,Delhi,26-35,12,0,0,171,0
D3009,933,UPI,SocialMedia,Delhi,26-35,6,0,0,178,0
D3010,248,Card,Website,Delhi,18-25,2,0,1,89,1
D3011,2088,UPI,SocialMedia,Kanpur,18-25,1,0,0,151,0
D3012,954,UPI,Event,Delhi,26-35,10,1,1,43,1
D3013,598,BankTransfer,SocialMedia,Ghaziabad,36-50,5,0,0,70,1
D3014,1832,UPI,Website,Other,18-25,4,0,0,142,0
D3015,673,Cash,Referral,Delhi,18-25,2,0,0,158,1
D3016,590,UPI,SocialMedia,Lucknow,18-25,8,0,0,25,0
D3017,379,BankTransfer,Event,Other,26-35,1,0,0,65,0
D3018,904,UPI,SocialMedia,Lucknow,18-25,11,1,0,114,0
D3019,840,UPI,SocialMedia,Lucknow,26-35,3,0,0,207,1
D3020,608,Cash,SocialMedia,Kanpur,26-35,1,0,0,83,0
D3021,346,UPI,SocialMedia,Delhi,51+,9,1,0,149,0
D3022,659,UPI,Referral,Ghaziabad,36-50,5,0,0,157,1
D3023,573,BankTransfer,SocialMedia,Kanpur,18-25,9,1,0,122,0
D3024,237,Card,Referral,Other,26-35,1,0,0,158,1
D3025,215,Card,SocialMedia,Kanpur,36-50,11,1,0,45,0
D3026,894,Card,Event,Delhi,18-25,4,0,0,94,1
D3027,97,Cash,Event,Kanpur,51+,10,1,0,240,0
D3028,695,BankTransfer,Referral,Ghaziabad,26-35,12,0,0,245,1
D3029,431,Card,SocialMedia,Other,18-25,7,0,1,199,0
D3030,1504,UPI,SocialMedia,Kanpur,18-25,5,0,0,217,1
D3031,426,UPI,Website,Delhi,51+,4,0,0,12,1
D3032,955,Card,Website,Lucknow,51+,9,1,1,73,1
D3033,456,Cash,Website,Other,36-50,1,0,1,118,0
D3034,652,Card,SocialMedia,Kanpur,18-25,2,0,0,309,1
D3035,1008,UPI,SocialMedia,Delhi,36-50,8,0,1,118,0
D3036,435,UPI,Website,Ghaziabad,18-25,1,0,1,192,0
D3037,1209,Card,Website,Ghaziabad,26-35,4,0,1,166,1
D3038,300,Cash,Website,Ghaziabad,36-50,8,0,1,164,1
D3039,740,UPI,SocialMedia,Ghaziabad,51+,4,0,1,138,0
D3040,1148,Card,SocialMedia,Lucknow,26-35,12,0,1,55,0
D3041,955,Cash,Referral,Kanpur,26-35,12,0,0,10,1
D3042,2302,BankTransfer,Website,Ghaziabad,18-25,1,0,1,229,1
D3043,353,UPI,SocialMedia,Delhi,26-35,3,0,1,96,0
D3044,229,BankTransfer,Referral,Ghaziabad,18-25,11,1,0,10,0
D3045,300,Card,Event,Kanpur,36-50,1,0,0,170,1
D3046,956,Cash,SocialMedia,Ghaziabad,18-25,6,0,1,169,1
D3047,853,UPI,SocialMedia,Ghaziabad,36-50,12,0,1,193,1
D3048,647,Card,Website,Delhi,18-25,8,0,1,218,1
D3049,274,Card,SocialMedia,Other,26-35,4,0,0,75,0
D3050,1029,UPI,Event,Lucknow,18-25,1,0,1,78,1
D3051,255,UPI,Website,Delhi,26-35,5,0,0,117,0
D3052,1355,Card,SocialMedia,Kanpur,26-35,7,0,1,197,1
D3053,4448,Card,Referral,Other,26-35,1,0,0,10,0
D3054,778,UPI,SocialMedia,Ghaziabad,51+,7,0,0,148,1
D3055,905,UPI,Event,Ghaziabad,18-25,5,0,0,205,1
D3056,426,UPI,Website,Kanpur,26-35,4,0,0,202,1
D3057,169,BankTransfer,Website,Kanpur,51+,12,0,0,189,0
D3058,395,BankTransfer,Event,Delhi,18-25,11,1,1,214,1
D3059,280,UPI,Website,Kanpur,36-50,9,1,0,10,0
D3060,219,UPI,Referral,Kanpur,51+,8,0,1,252,1
D3061,2010,UPI,Website,Kanpur,36-50,6,0,1,163,0
D3062,729,Card,Website,Other,26-35,1,0,0,233,0
D3063,785,BankTransfer,SocialMedia,Delhi,36-50,4,0,1,57,1
D3064,485,Card,Event,Other,26-35,1,0,1,17,1
D3065,533,UPI,Event,Other,26-35,5,0,1,265,1
D3066,1182,UPI,SocialMedia,Other,51+,6,0,1,75,0
D3067,588,UPI,Website,Ghaziabad,18-25,8,0,1,118,0
D3068,873,Cash,SocialMedia,Kanpur,36-50,5,0,1,176,1
D3069,525,Card,SocialMedia,Ghaziabad,26-35,4,0,0,194,1
D3070,474,Card,SocialMedia,Kanpur,18-25,9,1,0,215,1
D3071,225,UPI,SocialMedia,Delhi,26-35,2,0,1,155,1
D3072,151,BankTransfer,SocialMedia,Kanpur,36-50,2,0,0,66,0
D3073,501,UPI,Website,Kanpur,26-35,9,1,1,189,0
D3074,626,Cash,Event,Delhi,36-50,8,0,0,190,1
D3075,245,BankTransfer,SocialMedia,Kanpur,26-35,11,1,0,12,1
D3076,587,Card,SocialMedia,Kanpur,51+,9,1,1,239,1
D3077,625,BankTransfer,Website,Kanpur,26-35,11,1,0,10,0
D3078,133,UPI,SocialMedia,Delhi,36-50,8,0,0,212,0
D3079,317,Card,Event,Kanpur,18-25,11,1,1,95,1
D3080,800,UPI,Event,Kanpur,26-35,3,0,1,189,0
D3081,789,Card,Event,Kanpur,51+,7,0,1,175,0
D3082,268,UPI,Referral,Delhi,18-25,12,0,0,137,0
D3083,672,UPI,Website,Kanpur,26-35,10,1,1,171,1
D3084,1231,UPI,Referral,Kanpur,36-50,5,0,1,133,1
D3085,1037,UPI,Referral,Other,36-50,12,0,1,189,0
D3086,563,Card,SocialMedia,Other,36-50,4,0,0,292,0
D3087,434,Card,SocialMedia,Kanpur,36-50,1,0,0,46,0
D3088,387,UPI,SocialMedia,Kanpur,51+,10,1,1,10,1
D3089,835,BankTransfer,SocialMedia,Kanpur,26-35,5,0,1,110,1
D3090,690,BankTransfer,Event,Delhi,26-35,1,0,0,106,1
D3091,935,UPI,SocialMedia,Kanpur,36-50,3,0,1,113,1
D3092,660,UPI,SocialMedia,Other,36-50,1,0,1,75,1
D3093,1068,Card,SocialMedia,Other,18-25,12,0,0,201,0
D3094,643,Cash,Website,Lucknow,26-35,11,1,1,43,1
D3095,1042,UPI,Website,Kanpur,26-35,12,0,0,171,1
D3096,1107,Cash,Referral,Other,36-50,3,0,1,184,1
D3097,343,UPI,SocialMedia,Delhi,26-35,10,1,1,162,0
D3098,170,UPI,SocialMedia,Delhi,36-50,7,0,1,174,0
D3099,1773,Cash,Referral,Kanpur,36-50,4,0,1,206,0
D3100,720,Card,Website,Delhi,18-25,9,1,1,143,1
D3101,181,Cash,Event,Other,26-35,12,0,0,115,1
D3102,365,UPI,Event,Other,26-35,6,0,1,174,0
D3103,1033,UPI,SocialMedia,Lucknow,18-25,1,0,1,182,1
D3104,495,UPI,Referral,Lucknow,26-35,11,1,0,202,1
D3105,421,UPI,Website,Ghaziabad,26-35,3,0,1,20,1
D3106,1605,UPI,Event,Delhi,36-50,3,0,0,127,0
D3107,289,Card,Event,Other,26-35,8,0,1,65,1
D3108,344,Card,SocialMedia,Lucknow,18-25,10,1,1,179,0
D3109,698,Card,SocialMedia,Kanpur,26-35,10,1,1,190,1
D3110,791,UPI,Website,Kanpur,36-50,11,1,1,120,1
D3111,852,UPI,Event,Lucknow,26-35,11,1,0,88,1
D3112,1139,Card,SocialMedia,Other,18-25,2,0,1,181,1
D3113,692,UPI,SocialMedia,Kanpur,51+,4,0,1,130,0
D3114,848,BankTransfer,Referral,Ghaziabad,18-25,9,1,0,239,0
D3115,502,UPI,SocialMedia,Other,18-25,5,0,0,264,1
D3116,629,Card,Event,Lucknow,26-35,9,1,1,210,1
D3117,649,BankTransfer,Website,Kanpur,36-50,6,0,1,156,1
D3118,700,Card,Website,Ghaziabad,36-50,6,0,0,267,0
D3119,1034,Card,Website,Ghaziabad,18-25,1,0,0,156,0
D3120,888,Card,Referral,Kanpur,36-50,8,0,0,106,1
D3121,621,UPI,SocialMedia,Delhi,36-50,11,1,1,92,1
D3122,342,Card,Referral,Lucknow,36-50,10,1,1,90,0
D3123,631,BankTransfer,Referral,Lucknow,51+,5,0,1,139,1
D3124,590,BankTransfer,Event,Lucknow,36-50,9,1,1,172,1
D3125,689,UPI,Website,Kanpur,18-25,3,0,0,40,1
D3126,2820,UPI,SocialMedia,Kanpur,18-25,8,0,1,108,1
D3127,417,Cash,Event,Kanpur,51+,5,0,0,154,1
D3128,809,Card,SocialMedia,Kanpur,26-35,12,0,0,185,0
D3129,1271,UPI,SocialMedia,Delhi,26-35,9,1,1,138,0
D3130,645,UPI,Referral,Kanpur,51+,1,0,1,157,1
D3131,3092,UPI,SocialMedia,Delhi,36-50,11,1,1,53,1
D3132,462,Card,Event,Kanpur,36-50,9,1,0,76,1
D3133,755,UPI,SocialMedia,Kanpur,36-50,3,0,0,135,1
D3134,344,UPI,SocialMedia,Kanpur,18-25,4,0,0,175,1
D3135,471,UPI,SocialMedia,Lucknow,36-50,3,0,1,156,1
D3136,716,BankTransfer,SocialMedia,Lucknow,51+,4,0,0,80,0
D3137,1088,UPI,Website,Other,18-25,12,0,1,123,0
D3138,752,UPI,Referral,Kanpur,18-25,11,1,1,245,1
D3139,1453,Card,Event,Lucknow,36-50,7,0,1,178,1
D3140,563,UPI,Referral,Delhi,26-35,5,0,1,128,1
D3141,477,BankTransfer,Website,Ghaziabad,18-25,5,0,0,68,0
D3142,3995,BankTransfer,Website,Kanpur,18-25,12,0,1,90,0
D3143,793,UPI,SocialMedia,Kanpur,18-25,3,0,1,140,1
D3144,364,UPI,SocialMedia,Kanpur,18-25,10,1,1,159,0
D3145,370,UPI,Referral,Other,36-50,12,0,1,179,0
D3146,311,UPI,Event,Ghaziabad,36-50,11,1,0,167,0
D3147,1159,UPI,Event,Lucknow,36-50,9,1,0,114,0
D3148,466,UPI,Website,Delhi,18-25,11,1,0,104,1
D3149,658,UPI,SocialMedia,Ghaziabad,26-35,3,0,1,283,1
D3150,576,Card,Website,Lucknow,18-25,12,0,1,101,1
D3151,1004,UPI,SocialMedia,Kanpur,36-50,2,0,1,49,1
D3152,333,UPI,Referral,Ghaziabad,51+,1,0,1,25,1
D3153,283,Card,SocialMedia,Kanpur,26-35,3,0,0,115,0
D3154,704,UPI,SocialMedia,Kanpur,51+,8,0,1,205,1
D3155,917,UPI,Website,Kanpur,18-25,3,0,1,99,0
D3156,760,UPI,SocialMedia,Delhi,18-25,8,0,0,243,1
D3157,342,UPI,Referral,Delhi,36-50,2,0,1,139,1
D3158,967,UPI,Website,Delhi,26-35,9,1,1,217,1
D3159,358,Cash,SocialMedia,Kanpur,51+,3,0,1,86,0
D3160,418,BankTransfer,SocialMedia,Other,18-25,7,0,0,88,0
D3161,311,UPI,Referral,Kanpur,36-50,2,0,1,146,1
D3162,1496,UPI,Website,Other,18-25,12,0,1,173,1
D3163,938,Cash,Referral,Delhi,18-25,5,0,1,127,0
D3164,919,Card,SocialMedia,Lucknow,26-35,8,0,0,160,0
D3165,1441,UPI,Referral,Ghaziabad,51+,6,0,0,181,1
D3166,4311,UPI,Event,Delhi,26-35,8,0,1,40,0
D3167,182,UPI,Website,Delhi,26-35,6,0,0,116,1
D3168,359,Card,SocialMedia,Kanpur,18-25,1,0,0,103,0
D3169,391,UPI,SocialMedia,Delhi,18-25,10,1,1,107,0
D3170,332,UPI,Referral,Kanpur,18-25,8,0,0,168,0
D3171,283,UPI,Referral,Lucknow,36-50,4,0,0,104,0
D3172,488,UPI,SocialMedia,Lucknow,18-25,2,0,1,10,0
D3173,257,Card,Referral,Other,18-25,11,1,0,123,1
D3174,761,Card,SocialMedia,Ghaziabad,26-35,4,0,1,65,0
D3175,624,Card,SocialMedia,Kanpur,26-35,11,1,0,174,1
D3176,843,UPI,SocialMedia,Ghaziabad,26-35,10,1,0,196,1
D3177,859,UPI,SocialMedia,Kanpur,18-25,12,0,0,10,0
D3178,918,Cash,SocialMedia,Lucknow,26-35,8,0,0,85,0
D3179,463,Card,SocialMedia,Ghaziabad,36-50,3,0,0,164,0
D3180,2657,UPI,SocialMedia,Delhi,18-25,1,0,1,41,1
D3181,709,UPI,Website,Kanpur,36-50,3,0,1,194,1
D3182,163,Cash,Website,Kanpur,18-25,6,0,0,213,1
D3183,298,Cash,Website,Ghaziabad,51+,8,0,0,128,0
D3184,178,BankTransfer,SocialMedia,Kanpur,51+,11,1,1,85,1
D3185,609,Card,Website,Kanpur,18-25,2,0,1,10,1
D3186,553,UPI,SocialMedia,Ghaziabad,26-35,8,0,0,196,1
D3187,434,UPI,Website,Ghaziabad,26-35,2,0,0,280,1
D3188,2459,UPI,Event,Kanpur,36-50,6,0,0,265,1
D3189,884,Card,SocialMedia,Lucknow,26-35,1,0,1,126,1
D3190,1001,Card,SocialMedia,Other,26-35,5,0,0,63,0
D3191,314,UPI,Website,Lucknow,18-25,8,0,1,198,0
D3192,299,BankTransfer,Referral,Kanpur,18-25,9,1,0,131,1
D3193,618,UPI,Website,Kanpur,36-50,10,1,0,173,1
D3194,679,UPI,Referral,Kanpur,26-35,7,0,1,161,1
D3195,164,UPI,Referral,Lucknow,36-50,4,0,0,146,0
D3196,530,BankTransfer,SocialMedia,Delhi,36-50,11,1,1,211,1
D3197,608,BankTransfer,Website,Kanpur,26-35,12,0,1,214,1
D3198,518,Card,SocialMedia,Kanpur,26-35,12,0,1,103,1
D3199,341,BankTransfer,Event,Ghaziabad,51+,10,1,1,75,1
D3200,413,BankTransfer,SocialMedia,Ghaziabad,36-50,10,1,0,10,0
D3201,532,Cash,Referral,Other,36-50,1,0,0,115,1
D3202,641,BankTransfer,Website,Kanpur,51+,7,0,1,63,1
D3203,919,UPI,SocialMedia,Kanpur,26-35,5,0,1,169,0
D3204,1283,Cash,SocialMedia,Ghaziabad,36-50,4,0,0,116,0
D3205,490,Card,Event,Kanpur,36-50,1,0,0,124,1
D3206,437,Cash,Website,Kanpur,18-25,3,0,0,196,1
D3207,818,UPI,Referral,Ghaziabad,26-35,11,1,0,167,0
D3208,923,Cash,SocialMedia,Ghaziabad,26-35,11,1,0,131,0
D3209,444,BankTransfer,Event,Kanpur,26-35,9,1,1,258,1
D3210,1047,UPI,Event,Lucknow,18-25,2,0,1,191,1
D3211,1195,BankTransfer,SocialMedia,Lucknow,36-50,9,1,0,110,1
D3212,1487,UPI,Event,Kanpur,36-50,2,0,0,114,1
D3213,2090,UPI,SocialMedia,Other,26-35,9,1,0,195,0
D3214,328,UPI,SocialMedia,Kanpur,18-25,1,0,0,154,1
D3215,608,Cash,Event,Other,26-35,4,0,1,61,1
D3216,607,Card,Referral,Other,18-25,2,0,0,202,0
D3217,562,UPI,SocialMedia,Ghaziabad,18-25,12,0,1,228,1
D3218,382,Card,SocialMedia,Kanpur,26-35,7,0,1,222,1
D3219,213,UPI,Website,Other,36-50,12,0,1,247,1
D3220,642,UPI,Referral,Ghaziabad,26-35,1,0,1,284,1
D3221,351,BankTransfer,Event,Kanpur,26-35,9,1,1,261,1
D3222,639,Card,SocialMedia,Lucknow,36-50,6,0,1,163,1
D3223,345,Cash,Website,Ghaziabad,26-35,6,0,0,125,0
D3224,279,Card,Event,Other,36-50,11,1,1,11,1
D3225,709,BankTransfer,Website,Delhi,18-25,1,0,0,140,0
D3226,669,UPI,SocialMedia,Other,26-35,12,0,0,176,0
D3227,903,UPI,SocialMedia,Delhi,18-25,1,0,1,143,1
D3228,2780,UPI,SocialMedia,Lucknow,26-35,5,0,0,10,1
D3229,731,Card,Website,Lucknow,51+,2,0,0,119,0
D3230,845,Card,SocialMedia,Other,36-50,7,0,0,185,1
D3231,283,Cash,SocialMedia,Other,26-35,8,0,0,68,0
D3232,244,UPI,Event,Other,18-25,8,0,0,151,1
D3233,1823,UPI,Website,Delhi,51+,10,1,0,170,1
D3234,315,Card,SocialMedia,Lucknow,26-35,10,1,1,218,1
D3235,290,BankTransfer,Website,Kanpur,18-25,12,0,1,259,0
D3236,586,UPI,Website,Other,51+,6,0,0,113,0
D3237,565,UPI,SocialMedia,Kanpur,26-35,3,0,1,152,1
D3238,320,UPI,Referral,Kanpur,26-35,2,0,1,155,1
D3239,486,UPI,Referral,Ghaziabad,18-25,4,0,1,185,1
D3240,1423,UPI,SocialMedia,Lucknow,18-25,8,0,1,177,1
D3241,342,UPI,SocialMedia,Lucknow,36-50,1,0,1,239,1
D3242,227,Card,SocialMedia,Kanpur,26-35,12,0,0,10,1
D3243,1164,UPI,SocialMedia,Kanpur,51+,12,0,1,169,1
D3244,849,UPI,Event,Kanpur,18-25,2,0,1,174,0
D3245,390,UPI,Referral,Ghaziabad,26-35,10,1,1,123,0
D3246,199,BankTransfer,Referral,Kanpur,36-50,8,0,0,10,0
D3247,357,UPI,SocialMedia,Delhi,26-35,6,0,1,135,1
D3248,579,UPI,Event,Kanpur,26-35,9,1,1,90,1
D3249,1361,UPI,SocialMedia,Ghaziabad,26-35,7,0,0,257,1
D3250,291,Card,Event,Ghaziabad,36-50,4,0,1,166,1
D3251,567,BankTransfer,SocialMedia,Lucknow,36-50,7,0,1,84,1
D3252,965,UPI,Referral,Other,18-25,2,0,1,10,1
D3253,114,UPI,Referral,Kanpur,26-35,4,0,0,181,0
D3254,1241,UPI,SocialMedia,Ghaziabad,26-35,12,0,1,188,1
D3255,263,Card,Website,Delhi,18-25,3,0,1,124,1
D3256,759,BankTransfer,Event,Kanpur,18-25,8,0,0,182,1
D3257,715,UPI,Website,Other,51+,4,0,1,115,1
D3258,1286,UPI,Event,Other,18-25,6,0,0,214,1
D3259,885,Cash,SocialMedia,Lucknow,18-25,3,0,1,209,1
D3260,114,Cash,Website,Other,26-35,7,0,1,25,0
D3261,347,UPI,SocialMedia,Ghaziabad,18-25,7,0,1,42,1
D3262,663,UPI,Event,Ghaziabad,18-25,8,0,1,282,1
D3263,525,UPI,SocialMedia,Kanpur,18-25,4,0,0,205,0
D3264,841,Cash,Website,Kanpur,18-25,7,0,1,51,1
D3265,1046,Card,Website,Kanpur,26-35,9,1,0,30,1
D3266,921,Card,SocialMedia,Ghaziabad,36-50,9,1,1,154,1
D3267,518,Cash,Event,Lucknow,18-25,7,0,0,60,1
D3268,165,UPI,Website,Kanpur,26-35,4,0,1,117,0
D3269,438,UPI,SocialMedia,Lucknow,26-35,7,0,1,136,1
D3270,805,UPI,Event,Kanpur,18-25,7,0,0,133,0
D3271,281,BankTransfer,Website,Ghaziabad,26-35,12,0,0,218,0
D3272,936,Card,SocialMedia,Kanpur,26-35,5,0,0,268,1
D3273,1137,UPI,Website,Delhi,18-25,4,0,0,106,1
D3274,658,UPI,Event,Lucknow,26-35,9,1,0,60,1
D3275,70,Cash,Website,Delhi,18-25,8,0,1,167,0
D3276,246,Cash,SocialMedia,Kanpur,36-50,6,0,1,254,0
D3277,2254,Card,SocialMedia,Ghaziabad,51+,1,0,1,111,1
D3278,411,UPI,SocialMedia,Other,36-50,9,1,0,199,0
D3279,150,BankTransfer,Referral,Kanpur,18-25,9,1,0,81,1
D3280,1429,Cash,Referral,Ghaziabad,36-50,12,0,1,141,1
D3281,607,Card,Website,Kanpur,26-35,7,0,1,58,1
D3282,1304,Card,SocialMedia,Kanpur,18-25,7,0,1,140,1
D3283,731,BankTransfer,Event,Ghaziabad,51+,3,0,1,131,1
D3284,830,BankTransfer,Website,Kanpur,36-50,6,0,1,182,0
D3285,776,Card,Website,Lucknow,18-25,1,0,1,264,1
D3286,981,UPI,SocialMedia,Other,51+,7,0,1,112,1
D3287,2964,UPI,Referral,Kanpur,18-25,9,1,0,10,1
D3288,1188,Cash,SocialMedia,Kanpur,26-35,10,1,1,125,1
D3289,199,Card,SocialMedia,Other,18-25,8,0,1,160,1
D3290,823,UPI,Referral,Ghaziabad,18-25,10,1,0,154,1
D3291,1338,UPI,Event,Other,51+,8,0,1,128,1
D3292,1397,BankTransfer,SocialMedia,Ghaziabad,26-35,10,1,1,244,1
D3293,446,BankTransfer,Event,Lucknow,18-25,6,0,1,149,1
D3294,1360,BankTransfer,Referral,Other,36-50,8,0,0,132,1
D3295,1152,UPI,SocialMedia,Kanpur,36-50,8,0,0,85,0
D3296,3644,Cash,Website,Other,51+,7,0,1,17,1
D3297,356,Cash,SocialMedia,Lucknow,51+,7,0,0,163,0
D3298,422,UPI,SocialMedia,Other,51+,10,1,0,157,1
D3299,486,UPI,Event,Kanpur,26-35,3,0,0,65,1
D3300,427,BankTransfer,Event,Ghaziabad,18-25,4,0,0,136,0
D3301,323,UPI,SocialMedia,Kanpur,51+,7,0,1,129,1
D3302,87,Card,Event,Other,18-25,8,0,1,96,0
D3303,444,Card,Website,Kanpur,18-25,7,0,0,84,1
D3304,779,Card,Event,Kanpur,26-35,3,0,1,168,1
D3305,426,UPI,Website,Other,18-25,10,1,0,124,0
D3306,2333,Cash,Website,Ghaziabad,26-35,7,0,0,98,0
D3307,608,UPI,Event,Lucknow,51+,6,0,1,79,1
D3308,1486,Cash,Event,Kanpur,26-35,11,1,1,130,0
D3309,723,UPI,Event,Lucknow,26-35,6,0,0,204,0
D3310,1073,Card,Event,Kanpur,26-35,2,0,1,154,0
D3311,732,Cash,SocialMedia,Ghaziabad,36-50,12,0,0,123,0
D3312,1569,UPI,SocialMedia,Lucknow,18-25,5,0,1,161,0
D3313,626,UPI,SocialMedia,Ghaziabad,18-25,11,1,0,235,1
D3314,852,Cash,SocialMedia,Kanpur,26-35,7,0,1,174,1
D3315,778,UPI,Referral,Kanpur,26-35,3,0,1,158,1
D3316,492,UPI,Event,Delhi,26-35,5,0,0,184,0
D3317,799,Card,Event,Kanpur,18-25,11,1,1,128,1
D3318,2876,BankTransfer,Event,Kanpur,18-25,12,0,1,152,0
D3319,498,Card,Website,Ghaziabad,36-50,2,0,0,105,1
D3320,807,UPI,Event,Ghaziabad,26-35,12,0,1,31,1
D3321,1452,BankTransfer,Event,Delhi,26-35,11,1,1,163,1
D3322,1337,Card,Website,Ghaziabad,36-50,8,0,0,164,1
D3323,607,UPI,SocialMedia,Other,36-50,3,0,1,119,1
D3324,113,UPI,Event,Delhi,18-25,8,0,0,212,0
D3325,864,UPI,Event,Other,36-50,6,0,1,89,1
D3326,127,UPI,Website,Delhi,18-25,2,0,1,16,1
D3327,1684,Card,Referral,Kanpur,18-25,12,0,1,91,0
D3328,678,UPI,Website,Other,36-50,8,0,1,32,0
D3329,1212,Card,Event,Delhi,18-25,2,0,1,163,1
D3330,320,UPI,SocialMedia,Lucknow,18-25,5,0,0,87,0
D3331,203,UPI,Event,Kanpur,36-50,11,1,0,208,0
D3332,722,UPI,Website,Kanpur,36-50,6,0,1,207,1
D3333,588,Card,Referral,Lucknow,51+,6,0,0,75,1
D3334,427,Cash,Website,Ghaziabad,36-50,2,0,1,83,1
D3335,639,UPI,SocialMedia,Delhi,18-25,2,0,0,177,0
D3336,4176,UPI,Website,Ghaziabad,26-35,12,0,0,208,0
D3337,1079,UPI,Referral,Lucknow,26-35,12,0,0,10,0
D3338,1255,Cash,Website,Kanpur,36-50,2,0,1,159,1
D3339,1087,UPI,Website,Kanpur,18-25,7,0,0,10,1
D3340,1695,Cash,Event,Kanpur,18-25,9,1,0,101,1
D3341,527,UPI,Website,Other,18-25,11,1,1,216,1
D3342,143,UPI,SocialMedia,Lucknow,36-50,7,0,1,350,0
D3343,527,Cash,SocialMedia,Other,18-25,11,1,1,123,0
D3344,1062,Card,Website,Delhi,26-35,2,0,0,52,0
D3345,305,UPI,Referral,Delhi,36-50,1,0,0,104,1
D3346,532,BankTransfer,Referral,Lucknow,36-50,6,0,1,144,1
D3347,371,UPI,SocialMedia,Other,26-35,4,0,0,93,1
D3348,1722,UPI,SocialMedia,Other,18-25,10,1,0,75,0
D3349,1017,UPI,SocialMedia,Delhi,51+,5,0,1,110,1
D3350,950,Card,Website,Kanpur,26-35,5,0,0,167,1
D3351,930,Cash,Website,Delhi,26-35,7,0,1,128,1
D3352,586,UPI,Referral,Kanpur,51+,12,0,0,78,0
D3353,691,BankTransfer,SocialMedia,Kanpur,18-25,1,0,0,93,0
D3354,263,Card,Event,Delhi,26-35,7,0,0,111,1
D3355,130,BankTransfer,Website,Other,18-25,5,0,1,70,0
D3356,669,Cash,SocialMedia,Kanpur,18-25,1,0,1,90,0
D3357,755,BankTransfer,Referral,Kanpur,26-35,10,1,1,185,1
D3358,1403,Card,Event,Other,36-50,11,1,0,123,1
D3359,1808,UPI,SocialMedia,Kanpur,18-25,3,0,1,17,1
D3360,1806,UPI,SocialMedia,Kanpur,36-50,10,1,1,211,1
D3361,299,Card,Referral,Delhi,36-50,9,1,1,169,1
D3362,470,UPI,Website,Other,36-50,9,1,1,43,1
D3363,842,Cash,Website,Lucknow,18-25,6,0,1,114,1
D3364,3542,UPI,Website,Lucknow,36-50,4,0,1,84,0
D3365,1696,Cash,Event,Ghaziabad,18-25,1,0,0,187,1
D3366,1318,UPI,Website,Kanpur,36-50,1,0,1,113,1
D3367,459,BankTransfer,Referral,Delhi,26-35,3,0,0,134,1
D3368,324,UPI,SocialMedia,Other,36-50,7,0,1,126,1
D3369,1045,UPI,Website,Ghaziabad,18-25,2,0,0,36,0
D3370,279,Cash,SocialMedia,Kanpur,26-35,9,1,0,238,1
D3371,509,Cash,SocialMedia,Kanpur,18-25,8,0,0,186,0
D3372,555,Cash,Event,Kanpur,18-25,5,0,1,87,0
D3373,1835,BankTransfer,Referral,Kanpur,26-35,2,0,0,153,1
D3374,470,UPI,SocialMedia,Kanpur,18-25,7,0,1,208,1
D3375,109,Cash,Event,Delhi,36-50,10,1,1,143,1
D3376,857,UPI,Website,Kanpur,36-50,5,0,0,248,0
D3377,369,Card,SocialMedia,Delhi,26-35,10,1,1,344,0
D3378,620,UPI,Website,Lucknow,36-50,4,0,1,131,1
D3379,566,UPI,Referral,Other,36-50,1,0,1,99,1
D3380,497,Card,SocialMedia,Other,51+,8,0,0,70,0
D3381,1047,Cash,SocialMedia,Ghaziabad,18-25,11,1,1,10,1
D3382,206,UPI,Referral,Kanpur,26-35,11,1,0,227,1
D3383,419,BankTransfer,SocialMedia,Delhi,36-50,12,0,1,115,0
D3384,971,Card,SocialMedia,Kanpur,18-25,2,0,1,201,1
D3385,392,UPI,Referral,Kanpur,18-25,1,0,0,215,1
D3386,195,Card,Referral,Kanpur,18-25,7,0,0,64,1
D3387,961,UPI,Website,Other,26-35,12,0,1,74,0
D3388,1321,UPI,Event,Kanpur,26-35,12,0,0,262,1
D3389,583,Card,Referral,Ghaziabad,36-50,4,0,0,135,1
D3390,153,UPI,Website,Ghaziabad,26-35,5,0,0,93,0
D3391,987,UPI,Website,Delhi,36-50,8,0,1,66,1
D3392,188,Cash,Website,Kanpur,18-25,11,1,0,130,0
D3393,747,UPI,Website,Other,36-50,3,0,1,245,0
D3394,323,Cash,Event,Delhi,36-50,12,0,1,187,1
D3395,267,Cash,SocialMedia,Ghaziabad,18-25,10,1,1,152,1
D3396,442,UPI,Event,Ghaziabad,18-25,1,0,1,251,1
D3397,529,Card,Event,Other,18-25,11,1,1,237,1
D3398,383,UPI,SocialMedia,Delhi,51+,8,0,0,163,1
D3399,909,Card,Event,Ghaziabad,18-25,12,0,0,334,1
D3400,440,UPI,Website,Ghaziabad,18-25,3,0,0,122,1
D3401,1195,BankTransfer,Event,Kanpur,18-25,12,0,0,216,0
D3402,733,UPI,SocialMedia,Kanpur,18-25,1,0,0,112,0
D3403,369,Card,SocialMedia,Kanpur,26-35,1,0,1,203,1
D3404,328,UPI,SocialMedia,Kanpur,36-50,6,0,0,122,0
D3405,190,UPI,Website,Kanpur,26-35,8,0,0,172,0
